congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
109,House,29147,6,1,VT,328,0,1,"SANDERS, Bernard",S000033,1941,,-0.511,-0.31,-146.09534,0.84607,874,51,1.0
109,House,14869,40,10,VA,200,0,1,"WOLF, Frank Rudolph",W000672,1939,,0.284,-0.213,-179.23053,0.816,883,71,
109,House,15010,40,9,VA,100,0,1,"BOUCHER, Frederick C.",B000657,1946,,-0.265,0.189,-238.11263,0.761,873,116,
109,House,20141,40,1,VA,200,0,1,"DAVIS, Jo Ann",D000597,1950,2007.0,0.426,0.173,-230.38427,0.752,807,103,
109,House,20143,40,4,VA,200,0,1,"FORBES, J. Randy",F000445,1952,,0.407,0.218,-137.09873,0.855,878,60,
109,House,20144,40,7,VA,200,0,1,"CANTOR, Eric",C001046,1963,,0.518,0.191,-128.61599,0.864,882,63,
109,House,20534,40,2,VA,200,0,1,"DRAKE, Thelma D.",D000605,1949,,0.402,0.287,-102.27282,0.892,891,38,
109,House,29149,40,8,VA,100,0,1,"MORAN, James P.",M000933,1945,,-0.302,-0.203,-236.20244,0.759,855,101,
109,House,29576,40,11,VA,200,0,1,"DAVIS, Thomas M., III",D000136,1949,,0.282,-0.404,-182.84384,0.806,849,71,
109,House,39307,40,3,VA,100,0,1,"SCOTT, Robert C.",S000185,1947,,-0.454,0.02,-181.27909,0.8144,883,79,1.0
109,House,39308,40,6,VA,200,0,1,"GOODLATTE, Robert William",G000289,1952,,0.492,0.002,-126.54548,0.86801,894,44,1.0
109,House,89767,40,5,VA,200,0,1,"GOODE, Virgil H., Jr.",G000280,1946,,0.439,0.633,-219.2675,0.779,879,76,
109,House,14413,73,6,WA,100,0,1,"DICKS, Norman DeValois",D000327,1940,,-0.312,0.11,-185.93077,0.809,879,71,
109,House,15613,73,7,WA,100,0,1,"McDERMOTT, James A.",M000404,1936,,-0.666,-0.197,-118.66188,0.872,866,49,
109,House,20145,73,2,WA,100,0,1,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.203,-179.63003,0.8163,885,77,1.0
109,House,20535,73,5,WA,200,0,1,"McMORRIS RODGERS, Cathy",M001159,1969,,0.427,0.153,-116.1395,0.8749,869,48,1.0
109,House,20536,73,8,WA,200,0,1,"REICHERT, David G.",R000578,1950,,0.222,-0.17,-211.38471,0.78582,877,89,1.0
109,House,29580,73,4,WA,200,0,1,"HASTINGS, Richard Norman (Doc)",H000329,1941,,0.416,0.411,-125.63291,0.864,857,47,
109,House,29768,73,9,WA,100,0,1,"SMITH, Adam",S000510,1965,,-0.281,-0.129,-205.61491,0.79079,876,87,1.0
109,House,29937,73,1,WA,100,0,1,"INSLEE, Jay Robert",I000026,1951,,-0.33,-0.194,-169.22587,0.826,886,71,
109,House,29938,73,3,WA,100,0,1,"BAIRD, Brian",B001229,1956,,-0.342,0.257,-249.48439,0.747,855,108,
109,House,14448,56,3,WV,100,0,1,"RAHALL, Nick Joe, II",R000011,1949,,-0.306,0.45,-279.09849,0.728,880,127,
109,House,15083,56,1,WV,100,0,1,"MOLLOHAN, Alan Bowlby",M000844,1943,,-0.292,0.657,-288.71089,0.714,858,139,
109,House,20146,56,2,WV,200,0,1,"CAPITO, Shelley Moore",C001047,1953,,0.258,0.052,-136.12311,0.85578,874,53,1.0
109,House,12036,25,7,WI,100,0,1,"OBEY, David Ross",O000007,1938,,-0.45,-0.063,-214.93907,0.779,859,87,
109,House,14657,25,5,WI,200,0,1,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.646,-0.625,-235.75397,0.76334,873,103,1.0
109,House,14675,25,6,WI,200,0,1,"PETRI, Thomas Evert",P000265,1940,,0.379,-0.367,-318.94042,0.698,888,162,
109,House,20537,25,4,WI,100,0,1,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.53,-0.256,-136.76389,0.85407,867,68,1.0
109,House,29769,25,3,WI,100,0,1,"KIND, Ron",K000188,1963,,-0.264,-0.105,-206.78926,0.78888,872,77,1.0
109,House,29939,25,1,WI,200,0,1,"RYAN, Paul D.",R000570,1970,,0.556,-0.252,-180.5103,0.81549,885,80,1.0
109,House,29940,25,2,WI,100,0,1,"BALDWIN, Tammy",B001230,1962,,-0.544,-0.251,-130.32351,0.86421,893,57,1.0
109,House,29941,25,8,WI,200,0,1,"GREEN, Mark",G000545,1960,,0.456,-0.294,-340.14609,0.674,863,150,
109,House,29584,68,1,WY,200,0,1,"CUBIN, Barbara L.",C000962,1946,,0.501,0.345,-156.89263,0.825,815,63,
109,Senate,49700,41,0,AL,200,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,1946,,0.549,0.13,-77.46735,0.86109,518,34,1.0
109,Senate,94659,41,0,AL,200,0,1,"SHELBY, Richard C.",S000320,1934,,0.433,0.542,-84.86742,0.84725,512,37,1.0
109,Senate,12109,81,0,AK,200,0,1,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010.0,0.219,-0.5,-129.87977,0.776,512,48,
109,Senate,40300,81,0,AK,200,0,1,"MURKOWSKI, Lisa",M001153,1957,,0.208,-0.289,-104.58683,0.81426,509,35,1.0
109,Senate,15039,61,0,AZ,200,0,1,"McCAIN, John Sidney, III",M000303,1936,,0.381,-0.624,-161.817,0.71631,485,89,1.0
109,Senate,15429,61,0,AZ,200,0,1,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.455,-98.75525,0.827,519,44,
109,Senate,29305,42,0,AR,100,0,1,"LINCOLN, Blanche Lambert",L000035,1960,,-0.166,0.178,-123.08013,0.788,517,45,
109,Senate,40301,42,0,AR,100,0,1,"PRYOR, Mark",P000590,1963,,-0.199,0.463,-125.45724,0.785,519,53,
109,Senate,15011,71,0,CA,100,0,1,"BOXER, Barbara",B000711,1940,,-0.45,-0.423,-62.39722,0.882,497,31,
109,Senate,49300,71,0,CA,100,0,1,"FEINSTEIN, Dianne",F000062,1933,,-0.263,-0.17,-101.0419,0.82091,512,52,1.0
109,Senate,29108,62,0,CO,200,0,1,"ALLARD, A. Wayne",A000109,1943,,0.572,-0.121,-85.53101,0.848,518,40,
109,Senate,40500,62,0,CO,100,0,1,"SALAZAR, Kenneth Lee",S001163,1955,,-0.223,0.042,-116.76393,0.795,509,50,
109,Senate,14213,1,0,CT,100,0,1,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-93.61144,0.828,497,49,
109,Senate,15704,1,0,CT,100,0,1,"LIEBERMAN, Joseph I.",L000304,1942,,-0.205,-0.312,-119.32978,0.782,486,49,
109,Senate,14101,11,0,DE,100,0,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-114.49329,0.789,482,52,
109,Senate,15015,11,0,DE,100,0,1,"CARPER, Thomas Richard",C000174,1947,,-0.174,-0.22,-162.39114,0.73089,518,85,1.0
109,Senate,14651,43,0,FL,100,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.192,0.342,-179.64176,0.70695,518,78,1.0
109,Senate,40501,43,0,FL,200,0,1,"MARTINEZ, Melquiades R. (Mel)",M001162,1946,,0.333,-0.417,-116.57877,0.796,511,51,
109,Senate,29512,44,0,GA,200,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-71.44862,0.869,508,32,
109,Senate,29909,44,0,GA,200,0,1,"ISAKSON, Johnny",I000055,1944,,0.404,-0.017,-76.2021,0.86196,513,34,1.0
109,Senate,4812,82,0,HI,100,0,1,"INOUYE, Daniel Ken",I000025,1924,2012.0,-0.319,0.062,-118.798,0.775,466,50,
109,Senate,14400,82,0,HI,100,0,1,"AKAKA, Daniel Kahikina",A000069,1924,,-0.419,0.273,-88.29644,0.842,512,37,
109,Senate,14809,63,0,ID,200,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,-107.66549,0.812,516,45,
109,Senate,29345,63,0,ID,200,0,1,"CRAPO, Michael Dean",C000880,1951,,0.507,0.274,-82.41828,0.8529,518,34,1.0
109,Senate,15021,21,0,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.365,-0.358,-63.41058,0.88394,514,28,1.0
109,Senate,40502,21,0,IL,100,0,1,"OBAMA, Barack",O000167,1961,,-0.343,-0.434,-77.12231,0.861,514,37,
109,Senate,14506,22,0,IN,200,0,1,"LUGAR, Richard Green",L000504,1932,,0.304,-0.466,-132.78533,0.773,515,57,
109,Senate,49901,22,0,IN,100,0,1,"BAYH, Evan",B001233,1955,,-0.158,-0.142,-161.15047,0.731,515,84,
109,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.341,-0.07,-99.43261,0.82595,520,43,1.0
109,Senate,14230,31,0,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-97.42774,0.828,516,41,
109,Senate,14852,32,0,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.415,-0.096,-87.53476,0.84285,512,39,1.0
109,Senate,29523,32,0,KS,200,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-107.73816,0.81,511,53,
109,Senate,14921,51,0,KY,200,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.404,0.003,-82.11442,0.85366,519,32,1.0
109,Senate,15406,51,0,KY,200,0,1,"BUNNING, James Paul David",B001066,1931,,0.521,-0.049,-75.83014,0.861,507,30,
109,Senate,29918,45,0,LA,200,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-99.29381,0.822,507,46,
109,Senate,49702,45,0,LA,100,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-169.39584,0.716,508,84,
109,Senate,14661,2,0,ME,200,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-178.51166,0.706,513,82,
109,Senate,49703,2,0,ME,200,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.107,-0.574,-163.90614,0.72964,520,75,1.0
109,Senate,13039,52,0,MD,100,0,1,"SARBANES, Paul Spyros",S000064,1933,,-0.435,-0.221,-61.44281,0.888,518,26,
109,Senate,14440,52,0,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-59.42341,0.887,496,22,
109,Senate,10808,3,0,MA,100,0,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009.0,-0.443,-0.49,-51.55244,0.903,508,19,
109,Senate,14920,3,0,MA,100,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-73.52364,0.864,504,32,
109,Senate,14709,23,0,MI,100,0,1,"LEVIN, Carl",L000261,1934,,-0.395,-0.116,-74.40839,0.866,518,32,
109,Senate,29732,23,0,MI,100,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.327,0.015,-98.59041,0.82577,515,41,1.0
109,Senate,40101,33,0,MN,100,0,1,"DAYTON, Mark",D000596,1947,,-0.421,0.209,-82.30925,0.846,493,32,
109,Senate,40302,33,0,MN,200,0,1,"COLEMAN, Norm",C001057,1949,,0.185,-0.125,-133.03147,0.765,496,56,
109,Senate,14009,46,0,MS,200,0,1,"COCHRAN, William Thad",C000567,1937,,0.286,0.05,-99.60217,0.82384,514,46,1.0
109,Senate,14031,46,0,MS,200,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,-79.65668,0.847,480,37,
109,Senate,15501,34,0,MO,200,0,1,"BOND, Christopher Samuel (Kit)",B000611,1939,,0.31,-0.169,-117.53621,0.797,519,52,
109,Senate,29369,34,0,MO,200,0,1,"TALENT, James Matthes",T000024,1956,,0.364,0.098,-150.57302,0.749,520,67,
109,Senate,14203,64,0,MT,100,0,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-184.59813,0.696,509,93,
109,Senate,15701,64,0,MT,200,0,1,"BURNS, Conrad",B001126,1935,2016.0,0.361,0.222,-98.88247,0.823,508,47,
109,Senate,40103,35,0,NE,100,0,1,"NELSON, Earl Benjamin (Ben)",N000180,1941,,-0.03,0.588,-155.56533,0.741,518,69,
109,Senate,49704,35,0,NE,200,0,1,"HAGEL, Charles Timothy (Chuck)",H001028,1946,,0.344,-0.498,-108.70715,0.809,513,48,
109,Senate,15054,65,0,NV,100,0,1,"REID, Harry",R000146,1939,,-0.276,0.258,-102.29697,0.821,519,40,
109,Senate,29537,65,0,NV,200,0,1,"ENSIGN, John Eric",E000194,1958,,0.508,-0.464,-132.38918,0.773,513,56,
109,Senate,14826,4,0,NH,200,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737,-125.6371,0.783,513,62,
109,Senate,29740,4,0,NH,200,0,1,"SUNUNU, John E.",S001078,1964,,0.473,-0.52,-151.4689,0.741,506,74,
109,Senate,14914,12,0,NJ,100,0,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013.0,-0.382,-0.579,-65.04239,0.881,514,27,
109,Senate,29373,12,0,NJ,100,2,2,"MENENDEZ, Robert",M000639,1954,,-0.36,-0.114,-42.26951,0.82,213,15,1.0
109,Senate,40104,12,0,NJ,100,1,1,"CORZINE, Jon Stevens",C001042,1947,,-0.446,-0.596,-22.01835,0.891,191,9,
109,Senate,14103,66,0,NM,200,0,1,"DOMENICI, Pete Vichi",D000407,1932,,0.257,-0.247,-102.87554,0.813,496,44,
109,Senate,14912,66,0,NM,100,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943,,-0.266,0.045,-139.63429,0.759,507,60,
109,Senate,14858,13,0,NY,100,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.35,-0.403,-98.53053,0.82617,516,48,1.0
109,Senate,40105,13,0,NY,100,0,1,"CLINTON, Hillary Rodham",C001041,1947,,-0.367,-0.243,-78.03568,0.858,508,39,
109,Senate,29548,47,0,NC,200,0,1,"BURR, Richard M.",B001135,1955,,0.454,-0.059,-106.61587,0.81268,514,48,1.0
109,Senate,40303,47,0,NC,200,0,1,"DOLE, Elizabeth Hanford",D000601,1936,,0.363,0.124,-88.22439,0.843,515,37,
109,Senate,14812,36,0,ND,100,0,1,"DORGAN, Byron Leslie",D000432,1942,,-0.267,0.09,-159.18583,0.731,509,68,
109,Senate,15502,36,0,ND,100,0,1,"CONRAD, Kent",C000705,1948,,-0.296,0.582,-176.66453,0.704,503,72,
109,Senate,15020,24,0,OH,200,0,1,"DeWINE, Michael",D000294,1947,,0.289,-0.418,-266.02137,0.599,519,116,
109,Senate,49903,24,0,OH,200,0,1,"VOINOVICH, George Victor",V000126,1936,2016.0,0.239,-0.803,-181.59691,0.703,516,88,
109,Senate,15424,53,0,OK,200,0,1,"INHOFE, James Mountain",I000024,1934,,0.551,0.036,-107.57548,0.81083,513,47,1.0
109,Senate,29555,53,0,OK,200,0,1,"COBURN, Thomas Allen",C000560,1948,,0.782,0.055,-122.38273,0.788,515,53,
109,Senate,14871,72,0,OR,100,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.314,-0.407,-102.53663,0.82073,519,51,1.0
109,Senate,49705,72,0,OR,200,0,1,"SMITH, Gordon Harold",S001142,1952,,0.192,-0.21,-139.70832,0.762,515,62,
109,Senate,14910,14,0,PA,200,0,1,"SPECTER, Arlen",S000709,1930,2012.0,0.068,-0.627,-196.31967,0.679,507,101,
109,Senate,29141,14,0,PA,200,0,1,"SANTORUM, Richard John (Rick)",S000059,1958,,0.338,-0.234,-110.72166,0.802,501,48,
109,Senate,29142,5,0,RI,100,0,1,"REED, John F. (Jack)",R000122,1949,,-0.39,-0.253,-68.20152,0.87686,519,35,1.0
109,Senate,49905,5,0,RI,200,0,1,"CHAFEE, Lincoln Davenport",C001040,1953,,0.003,-1.0,-150.05361,0.745,509,71,
109,Senate,29566,48,0,SC,200,0,1,"GRAHAM, Lindsey O.",G000359,1955,,0.409,-0.175,-147.74622,0.7446,501,68,1.0
109,Senate,29936,48,0,SC,200,0,1,"DeMINT, James W.",D000595,1951,,0.7,-0.102,-69.60777,0.874,515,24,
109,Senate,15425,37,0,SD,100,0,1,"JOHNSON, Timothy Peter (Tim)",J000177,1946,,-0.25,0.143,-135.72823,0.768,515,53,
109,Senate,29754,37,0,SD,200,0,1,"THUNE, John",T000250,1961,,0.409,0.125,-103.5703,0.81523,507,48,1.0
109,Senate,40304,54,0,TN,200,0,1,"ALEXANDER, Lamar",A000360,1940,,0.323,-0.184,-102.59656,0.81842,512,48,1.0
109,Senate,49502,54,0,TN,200,0,1,"FRIST, William H.",F000439,1952,,0.366,-0.222,-102.35688,0.821,519,31,
109,Senate,40305,49,0,TX,200,0,1,"CORNYN, John",C001056,1952,,0.497,-0.018,-94.96348,0.83161,515,37,1.0
109,Senate,49306,49,0,TX,200,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)",H001016,1943,,0.356,0.012,-114.68921,0.802,519,50,
109,Senate,14503,67,0,UT,200,0,1,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.006,-78.1623,0.85687,506,33,1.0
109,Senate,49307,67,0,UT,200,0,1,"BENNETT, Robert",B000382,1933,2016.0,0.331,-0.11,-90.94489,0.838,513,38,
109,Senate,14307,6,0,VT,100,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.375,-0.139,-80.82512,0.85553,518,43,1.0
109,Senate,94240,6,0,VT,328,0,1,"JEFFORDS, James Merrill",J000072,1934,2014.0,-0.277,-0.603,-115.33927,0.792,494,55,
109,Senate,14712,40,0,VA,200,0,1,"WARNER, John William",W000154,1927,,0.262,-0.131,-135.08386,0.768,513,61,
109,Senate,29148,40,0,VA,200,0,1,"ALLEN, George",A000121,1952,,0.409,-0.053,-103.02924,0.82,519,37,
109,Senate,39310,73,0,WA,100,0,1,"CANTWELL, Maria E.",C000127,1958,,-0.287,-0.402,-99.4353,0.8238,513,51,1.0
109,Senate,49308,73,0,WA,100,0,1,"MURRAY, Patty",M001111,1950,,-0.342,-0.296,-87.60263,0.84386,516,41,1.0
109,Senate,1366,56,0,WV,100,0,1,"BYRD, Robert Carlyle",B001210,1917,2010.0,-0.309,0.729,-150.74467,0.742,506,69,
109,Senate,14922,56,0,WV,100,0,1,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937,,-0.326,0.177,-78.03599,0.829,416,36,
109,Senate,15703,25,0,WI,100,0,1,"KOHL, Herbert H.",K000305,1935,,-0.256,-0.406,-113.39116,0.803,517,52,
109,Senate,49309,25,0,WI,100,0,1,"FEINGOLD, Russell Dana",F000061,1953,,-0.308,-0.951,-152.64186,0.742,512,80,
109,Senate,15633,68,0,WY,200,0,1,"THOMAS, Craig Lyle",T000162,1933,2007.0,0.446,-0.128,-97.31212,0.823,500,35,
109,Senate,49706,68,0,WY,200,0,1,"ENZI, Michael B.",E000285,1944,,0.537,0.177,-75.47087,0.85859,495,29,1.0
